이름,주소,운영 시간,평점,이미지 주소,SNS 링크,주차 정보,리뷰1,리뷰2,리뷰3,경치가 좋은,넓은,사람 많은,인테리어 예쁜,사진찍기 좋은,조용한
실재계,대구 중구 경상감영길 175 4층 실재계,"영업 중 21:00에 영업 종료 21시 0분에 영업 종료, 토 13:00 - 21:00, 일 13:00 - 19:00, 월 13:00 - 21:00, 화 13:00 - 21:00, 수 13:00 - 21:00, 목 13:00 - 21:00, 금 13:00 - 21:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_103%2F16727612565238hOFV_JPEG%2F768C32A6-75B7-4B0F-8FF1-EFF41C9DD8B9.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_298%2F1672761256125XT6WJ_JPEG%2FADBA09FB-4B9B-45A1-902A-33A62491E11F.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_64%2F1672761256166XtYWo_JPEG%2F51766127-341F-40FD-A621-12050087927F.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_97%2F1672761256579IDEcE_JPEG%2FA8DD7836-A5FE-4361-9968-37857201F3C4.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_125%2F16727612582270hFLE_JPEG%2F32BA4C27-2081-44AE-8C5A-3DF99ED91AA7.jpeg""","""https://www.instagram.com/agitpunktthereal""",알 수 없음,인테리어가 멋져요,커피가 맛있어요,집중하기 좋아요,0,6,0,22,4,19
단하나케이크,대구 중구 동성로1길 29-23 (동성로3가),"영업 중 18:00에 라스트오더 18시 0분에 라스트오더, 토 11:00 - 19:00 18:00 라스트오더, 일 정기휴무 (매주 일요일), 월 11:00 - 19:00 18:00 라스트오더, 화 11:00 - 19:00 18:00 라스트오더, 수 11:00 - 19:00 14:00 - 16:00 브레이크타임 18:00 라스트오더, 목 11:00 - 19:00 18:00 라스트오더, 금 11:00 - 19:00 18:00 라스트오더, - 마감 한시간전에 라스트오더입니다 접기",4.5,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_195%2F17056719777369l3NT_JPEG%2F1000029571.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_43%2F17056719788817PWDq_JPEG%2F1000028910.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_287%2F1705671977771j1KRY_JPEG%2F1000028924.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_240%2F17056719776537rnux_JPEG%2F1000029572.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240119_85%2F1705671977541pgGw8_JPEG%2F1000029576.jpg""","""https://www.instagram.com/dan_hana_cake_?igsh=ZGNjOWZkYTE3MQ==, https://blog.naver.com/ilovejiu""","주차 불가, 주차장 정보 없음",친절해요,선물하기 좋아요,디저트가 맛있어요,0,0,0,0,3,2
투핸즈투,대구 중구 봉산문화1길 24-1 1층 투핸즈투,"영업 중 21:00에 영업 종료 21시 0분에 영업 종료, 토 11:30 - 21:00, 일 11:30 - 21:00, 월 11:30 - 21:00, 화 11:30 - 21:00, 수 11:30 - 21:00, 목 11:30 - 21:00, 금 11:30 - 21:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240715_159%2F1721033849723QAvs7_JPEG%2FIMG_4132.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240925_211%2F1727244798081raTFK_JPEG%2FIMG_6132.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240724_61%2F1721819318244Tpsec_JPEG%2FIMG_4273.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240715_238%2F1721033848849Q5oUa_JPEG%2FIMG_4298.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240730_117%2F1722296199158D6IVp_PNG%2FIMG_4892.png""","""https://www.instagram.com/twohands_two""","주차 불가, 주차장 정보 없음",디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,5,19,0,237,154,4
인더가든,대구 중구 달구벌대로 2109-20 1층 카페 인더가든,"영업 중 22:30에 영업 종료 22시 30분에 영업 종료, 매일 10:00 - 22:30, - 정기모임 넷째토:12~14, 읽는저녁 둘째토:18~20 접기",4.48,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_147%2F1646081093580iKSMX_JPEG%2F8CB69B6B-C950-42CB-8F41-3C19D3791116.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200216_26%2F1581842833632o2EWy_JPEG%2Fgbxuo7UovwEHCUJeRb-AvrPh.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_281%2F1646081128761WhsL0_JPEG%2FE7423DB9-1749-47DA-A4E9-7EC22BE94B2A.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220228_299%2F164600267135002qzt_JPEG%2FC5D73FAF-C935-4CAD-9540-4572D549DF53.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210915_189%2F16316520969029q5r2_JPEG%2FTIQ--S-gCSAc1k0y3pUwA4eM.jpeg.jpg""",링크 없음,알 수 없음,커피가 맛있어요,대화하기 좋아요,친절해요,7,5,0,25,6,40
던킨 대구중앙로역점,"대구 중구 국채보상로 580 C15호, C16호","영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 토 10:20 - 22:00, 일 10:20 - 22:00, 월(11/4) 정기휴무 (매달 1번째 월요일), 화 07:40 - 22:00, 수 07:40 - 22:00, 목 07:40 - 22:00, 금 07:40 - 22:00, 매달 1번째 월요일 정기 휴무, - 정기휴무:매월 첫째 월요일 접기",4.59,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200503_26%2F1588435520577CY6v9_JPEG%2F4mSvyUf1Xdfi62fF2j9ogXFn.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240530_29%2F1717047386394IdIHo_JPEG%2F1000031202.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMTJfMTQ0%2FMDAxNjc2MTU4NjIxMTMw.lL0oBhJwDdNIRKEimlehp-n4-Af-M791OBr_u-zJWdog.kZHKtbqqhZ__wLcrqo5lUFfkC8NVTVpVSuG-sgxNVkEg.JPEG%2F20230211_162525.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjRfMjYz%2FMDAxNjk4MTE5NTAzODMz.gowfW5IDoAqrg9PnmyFycvBn-vYV2Eki1DP2HLp1gQEg.DSPueL21OTtsZVW3R7YmMDNH1iCksb5xoyWdnX4SjRAg.JPEG%2Fupload_e0912a1ac8b771eb006d9e7e9343737a.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjRfMjI2%2FMDAxNjk4MTE5NTAzNzE2.SWqksj7Inl3iFohjUDcbfNwC3c3SWGSHmJ3mU9Lc65Ug.iK8byyRcUo9LbNMsLMuxW4xm_kYF05rGiXSDNDOuDAUg.JPEG%2Fupload_c1abd4c1019be001202f6337f87b9714.jpeg""","""https://xn--100--er5pp93d0icp2n2ic5uttwbs3h6zmqsjc2olyj4na.com/""",알 수 없음,디저트가 맛있어요,친절해요,커피가 맛있어요,6,5,0,5,5,5
수평적관계,대구 중구 동덕로26길 115 (구.청맥한정식),"영업 중 21:30에 라스트오더 21시 30분에 라스트오더, 매일 10:30 - 22:00 21:30 라스트오더 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220829_293%2F1661746580073qmqfV_JPEG%2F1661746466738-3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEwMDZfNTcg%2FMDAxNjY1MDYxMTA4NDE1.-SuGK4R6wZeGghd9zs226a3OwXX54oBG_7E9iNASOkQg.XexFJFrQsORbpDV00kuX1zswn_2szuWWmM24bvOQ9U4g.JPEG%2F7138E568-19DC-40B7-9114-9143DBFA0AB6.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjhfNDQg%2FMDAxNjc5OTY5ODQ3NTc5.V30HppnS5g95n-tKl-q65v4ms9r4aqxT1hHzL_i3i2Ag.r14aftcCPxhjyFIKVh0jZu-YUoQa47sf7rUhorpUCM4g.JPEG%2FABE3B10F-0A59-4CE8-98BA-CBAFFD063B24.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjBfMTcx%2FMDAxNjg0NTcxMDczNjI5.sj6Cs0cGS_b6IYbTpqWKOEC-LkVDaIACw446rRyaUskg.T6J3DlT6kSGAv431JqhDzgy7fs0kOYG1i4sBXPVTQYgg.JPEG%2FIMG_9376.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjVfMTc5%2FMDAxNjc0NTc2MjA5NDE5.847BYhKsCakUn7_IULNO06GpOwG2JsmTJG9Qu7RQYyUg.KNY3AvpO3vjO5zQLeS5RI9AXodALi6Z2DyZKaj8ChfQg.JPEG%2F44766004-9D06-43E1-A957-1D177F8492BF.jpeg""","""http://flatrelationship.kr/, https://smartstore.naver.com/flatrelationship, https://www.instagram.com/flat_relationship?igshid=NjZiMGI4OTY""","주차 불가, 주차장 정보 없음",커피가 맛있어요,인테리어가 멋져요,친절해요,15,8,0,103,33,17
브레드리스트,대구 중구 봉산문화2길 40 1층,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더, 토 09:00 - 22:00 21:00 라스트오더, 일 09:00 - 22:00 21:00 라스트오더, 월 09:00 - 22:00 21:00 라스트오더, 화 09:00 - 22:00 21:00 라스트오더, 수 09:00 - 22:00 21:00 라스트오더, 목 09:00 - 22:00 21:00 라스트오더, 금 09:00 - 22:00 21:00 라스트오더, - 임시휴무안내 : 네이버, 인스타그램 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_43%2F172074507924606Up0_JPEG%2F%25C1%25A4%25B9%25AE.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_231%2F1720745087707kC3GU_JPEG%2F%25BE%25DF%25BF%25DC.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_123%2F1720745065064cOTsH_JPEG%2F%25BF%25C0%25B4%25F5.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_288%2F1720745065056cF3PY_JPEG%2F%25C7%25C8%25BE%25F7.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240712_228%2F1720745065054B8Xti_JPEG%2F%25C5%25D7%25C0%25CC%25BA%25ED1.jpg""","""https://www.instagram.com/cafe.breadlist""","주차가능 무료, 매장 옆 주차가능공간이 있으나 협소하여 주변 주차장 이용을 적극권유 드립니다.",빵이 맛있어요,커피가 맛있어요,인테리어가 멋져요,1,4,0,42,31,4
메리포핀스,대구 동구 국채보상로159길 12 1층,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 토 10:30 - 22:00, 일 12:00 - 18:00, 월 10:30 - 22:00, 화 10:30 - 22:00, 수 10:30 - 22:00, 목 10:30 - 22:00, 금 10:30 - 22:00 접기, 생방송오늘저녁 715회, 17.11.01. 2017년 11월 1일  롤케이크",4.62,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_168%2F169875014346893pWh_JPEG%2FScreenshot_20231031_200047_Instagram.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_40%2F1698750129074BMrBm_JPEG%2FScreenshot_20231031_200141_Instagram.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_297%2F1698750426318iAiL5_JPEG%2FScreenshot_20231031_200652_Instagram.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_158%2F1698750139211f5rw7_JPEG%2FScreenshot_20231031_200113_Instagram.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231031_248%2F1698750134496BrcWa_JPEG%2FScreenshot_20231031_200127_Instagram.jpg""","""https://smartstore.naver.com/cafemarypoppins""",알 수 없음,디저트가 맛있어요,커피가 맛있어요,친절해요,1,1,0,14,4,7
라파테 동성로,대구 중구 동성로3길 12-3 지상1층,"영업 중 21:30에 라스트오더 21시 30분에 라스트오더, 매일 12:00 - 22:00 21:30 라스트오더 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240415_274%2F1713166892712co27g_JPEG%2FF570B097-5661-450D-AB45-420C3F0A954A.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240415_157%2F1713166887129h9isi_JPEG%2F586D7B41-F051-453C-B5C8-487424956ACF.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240415_101%2F1713166887029zRDgT_JPEG%2F2FFE7DA6-C22C-45DA-A873-3AC49C854048.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240419_79%2F1713504195040uE0cO_JPEG%2FIMG_0354.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240419_286%2F1713504194626Kz3qu_JPEG%2FIMG_0352.jpeg""","""https://www.instagram.com/lapate.downtown?igsh=emR3ZDM3ZTcxMmx1&utm_source=qr""",알 수 없음,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,5,33,0,213,112,6
류,대구 중구 동성로4길 91 1층,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더, 매일 12:00 - 21:30 21:00 라스트오더 접기",4.44,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_185%2F14410206303092DGBT_JPEG%2FSUBMIT_1317630652400_19873722.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_228%2F1441020630542qml7p_JPEG%2FSUBMIT_1317630664316_19873722.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_297%2F1441020630705EcRIx_JPEG%2F126356563272666_0.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170531_230%2F1496219572803QXAdI_JPEG%2FIMG_20161214_052809.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170531_115%2F14962195729512hsSB_JPEG%2FIMG_20161214_225442.jpg""","""https://blog.naver.com/didrk81""",알 수 없음,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,12,14,0,155,29,36
읍천리382 중구점,대구 중구 봉산문화1길 3 1층,"영업 중 20:00에 라스트오더 20시 0분에 라스트오더, 토 08:00 - 20:30 20:00 라스트오더, 일 08:00 - 20:30 20:00 라스트오더, 월 08:00 - 20:30 20:00 라스트오더, 화 08:00 - 20:30 20:00 라스트오더, 수 08:00 - 20:30 20:00 라스트오더, 목 08:00 - 20:30 20:00 라스트오더, 금 08:00 - 20:30 20:00 라스트오더 접기",4.4,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241007_297%2F1728282099008hTi2Y_JPEG%2F1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241007_125%2F1728282099000wiGvk_JPEG%2F2.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241007_26%2F1728282098968RqElX_JPEG%2F3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241007_133%2F1728282094286IuEGa_JPEG%2F4.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241007_204%2F1728282094220BvYwv_JPEG%2F5.jpg""","""https://smartstore.naver.com/eupcheonri382_, https://www.youtube.com/@eupcheonri_official, https://www.instagram.com/eupcheonri_jjungu/, https://blog.naver.com/oneteam_corp, https://eupcheonri382.co.kr/""","주차가능 유료, 읍천리 382 대구중구점 기준 맞은편인 봉성주차장을 이용하시면 됩니다.",음료가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,7,6,0,121,41,7
리꼬비,대구 중구 공평로 101 1층,"영업 중 21:00에 영업 종료 21시 0분에 영업 종료, 토 12:00 - 21:00, 일 12:00 - 21:00, 월 정기휴무 (매주 월요일), 화 12:00 - 19:00, 수 12:00 - 19:00, 목 12:00 - 19:00, 금 12:00 - 21:00, - 재료소진시조기마감 접기",4.61,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180913_200%2F1536828026196AcGRE_JPEG%2Fie4RB25iGx6G48Lj3dS0gGBN.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180913_175%2F1536828056551tvrCj_JPEG%2F4AkgTbhfcCSNeRLs-JuaqYt_.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_190%2F1591328426392w33F9_JPEG%2FYuh5lNw9Nt19lFq5nUDMOwCs.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_205%2F15913284339024YAhz_JPEG%2FcFWGB8OPHF1Pzf9P3d5U1cAA.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_134%2F15913284408386hCI3_JPEG%2FzyWKcT4mSHIXwI0JAF9DfePx.jpg""",링크 없음,알 수 없음,디저트가 맛있어요,친절해요,커피가 맛있어요,4,1,0,10,4,7
보드라봉,대구 중구 국채보상로 704-16,"영업 중 19:00에 영업 종료 19시 0분에 영업 종료, 토 12:00 - 19:00, 일 12:00 - 19:00, 월(11/4) 휴무, 화(11/5) 휴무, 수 12:00 - 19:00, 목 12:00 - 19:00, 금 12:00 - 19:00, 11/11 휴무, - 예약케이크의 픽업시간은 11시~20시까지 입니다 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220826_158%2F1661467077338TFkUW_JPEG%2F50C032F2-D10B-49D4-A554-936E444FE85B.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241001_134%2F1727765253195SpBR8_JPEG%2FF9BF5AB7-52CC-4736-85D6-D643DDE155E3.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240314_185%2F17103883253779tiuE_JPEG%2FDB5A47B2-4DCC-4BAB-9942-AEE1AFE8B68C-62244-00004BB5E083C679.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240929_196%2F1727618345264drrBm_PNG%2FIMG_7027.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240601_284%2F1717173630288yfLxD_JPEG%2FF8216A54-A532-42C4-B478-C3E50F46F106-94155-0000701B314E0859.jpeg""","""http://pf.kakao.com/_xkesgs, http://www.instagram.com/bodrabong_factory""","주차가능 무료, 상가 건물을 바라보는 방향 기준 우측 10미터 거리에 플라워 주차장에 30분 무료주차 가능합니다, 가게 앞이 비어있으면 가게 앞에 잠시 정차하시면 되세요",친절해요,디저트가 맛있어요,특별한 메뉴가 있어요,0,5,0,30,38,0
오브닛,대구 중구 국채보상로123길 25 2층,"오늘 휴무 11/02 휴무 11/02 휴무, 토(11/2) 휴무, 일(11/3) 휴무, 월(11/4) 휴무, 화(11/5) 휴무, 수(11/6) 휴무, 목(11/7) 휴무, 금(11/8) 휴무 접기",4.63,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240117_107%2F1705487129576XLN55_JPEG%2FIMG_2651.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231220_200%2F1703083771985pLPNv_JPEG%2FIMG_2403.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231218_40%2F1702906992313yB0IN_JPEG%2FIMG_2401.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231219_176%2F1702966972443s5G1H_JPEG%2F85B99C9D-21E8-4D31-8729-708A6AEB12C9.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230205_266%2F1675588528364HJIWP_JPEG%2F35D3AE5E-501A-490B-A53E-DA7D70CD4D4A.jpeg""","""http://instagram.com/ofneat""","주차가능 유료, 노보텔 대구시티센터 주차장 종일 5000원 카카오 주차로 등록이 가장 저렴합니다",커피가 맛있어요,음료가 맛있어요,빵이 맛있어요,2,2,0,19,12,3
커피모렌,대구 중구 동성로2길 71 2층(2.28공원앞 미진분식 옆건물 2층),"영업 중 22:40에 라스트오더 22시 40분에 라스트오더, 토 11:00 - 23:00 22:40 라스트오더, 일 11:00 - 23:00 22:40 라스트오더, 월 11:00 - 23:00 22:40 라스트오더, 화 11:00 - 23:00 22:40 라스트오더, 수 11:00 - 23:00 22:40 라스트오더, 목 11:00 - 23:00 22:40 라스트오더, 금 11:00 - 23:00 22:40 라스트오더, - 2.4주 화요일 휴무 접기",4.54,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240627_234%2F1719473638463KKfyY_JPEG%2Ftemp_1714365220316.2041825984-1.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_213%2F1594120821075mS2Dx_JPEG%2FG-pTjOQOhoLvxaJW_zW6FF3i.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240627_170%2F1719494324077WUJV1_JPEG%2FKakaoTalk_20240511_162212323_05-2_1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240627_242%2F1719481358626BT0me_JPEG%2F%25B8%25AE%25BE%25F3%25C4%25A1%25C1%25EE%25BA%25F9%25BC%25F614.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240627_197%2F1719481382842Uw01n_JPEG%2F%25BB%25FD%25B8%25C1%25B0%25ED%25BA%25F9%25BC%25F616000.jpg""",링크 없음,"주차 불가, 동성로 2.28공원 지하주차장 이용",디저트가 맛있어요,커피가 맛있어요,친절해요,15,38,2,88,32,64
